	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae; g__; s__	0.0	5.5361789293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.038857038857	0.0147815977412	0.00253830322433	0.000355239786856	0.00101521521261	0.00213454520416	8.93894699204e-05	0.000489795918367	0.000804736448813	0.033574971385	0.0	0.00477559347181	0.00312051426075	0.0003600360036	0.00337711069418	9.77135040063e-05	0.000139948219159	0.00664285266654	0.00164847404767	0.0104533803268	0.000780822987429	0.000785669390321	0.0	8.88651915045e-05	0.00691869403997	0.0820390079951	0.00434619081449	4.8517781767e-05	0.015687080422	0.0315770800071	0.0	0.00022896393818	0.000237783854476	0.00436452513966	0.000189501610764	0.00644016227181	0.0139789303079	0.0218710314661	0.00129254631624	0.0	0.00011911852293	0.00504712678626	0.000146466495789	0.0279978869519	0.0	0.0337674136887	0.00208387600938	0.00435817493044	0.00139283525545	0.000713699461157	0.0	0.000794701986755	0.000153704272979	0.0142760639496	0.000967333879009	0.00162866449511	0.00183064578951	0.000903016073686	0.000764818355641	0.000154607297464	0.0157364341085	0.0360864040661	0.000420777034924	0.0	0.0122751185296	0.000107209863307	0.00171904614978	0.0118639921722	0.00292643994147	0.000541015757084	0.00537527374079	0.117357001972	0.00523948134427	0.00033391768929	0.0286813335133	0.000373738632117	0.0208276981336	0.0	0.00302591764242	0.000354798651765	0.00364043685242	0.00119047619048	0.0201951951952	0.00047911077041	0.000612119975515	0.0	0.00144927536232	0.00423069441743	0.00187784147065	0.000965916931144	0.00850615114236	0.00301617768029	0.00827586206897	0.0384939589772	0.000650618087183	0.000275963572808
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__Arsenophonus endosymbiont of Dermacentor variabilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__	0.0001365001365	0.000276808946465	9.14703864624e-05	0.0	0.000143171376137	0.0	0.0	0.0	5.74811749152e-05	4.76917207173e-05	0.0	0.000162277448071	0.00012482057043	0.0	0.0	0.0	0.0	0.0	0.0	4.005126562e-05	0.0	0.0	0.0	0.0	0.0	0.000101848551204	4.17902962932e-05	0.0	0.000205507603781	0.00010643959553	0.0	0.0	0.0	0.0	0.0	0.000101419878296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017608733932	0.0	0.0	0.0	0.0	0.0	3.56849730578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000254129606099	0.0	0.0	6.49477170877e-05	0.0	0.0	0.0	0.0	0.0	0.000398168425244	0.000268961807423	0.00021169621593	0.0	0.000134970981239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015015015015	9.5822154082e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Dickeya; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52202224835e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07099391481e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	6.26684213825e-05	4.45533526398e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000101848551204	0.0	0.0	0.0	0.000141919460706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015142337977	0.0	0.0	0.0	0.0	0.0	0.000264900662252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47098686997e-05	0.0	0.0	0.000129895434175	0.0	0.0	0.0	0.0	0.0	0.0	0.000268961807423	5.29240539825e-05	0.0	0.0	0.0	0.000135244793075	0.0	0.0	0.0	0.0	0.0	0.00015015015015	9.5822154082e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	9.10000910001e-05	0.000166085367879	4.57351932312e-05	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.000190766882869	0.0	0.000278189910979	0.000811333707795	0.0	0.0	0.0	0.0	0.0	0.0	8.010253124e-05	0.0	0.0	0.0	0.0	0.0	0.000152772826807	0.0	0.0	0.000137005069188	0.000177399325883	0.0	0.0	0.0	0.0	0.0	0.000101419878296	0.000101296596434	0.000141103428813	0.0	0.0	0.0	6.08087564609e-05	0.0	0.00017608733932	0.0	0.0	0.0	3.35244225418e-05	0.0	3.56849730578e-05	0.0	0.0	0.0	0.000135104706147	0.0	0.000162866449511	0.0	0.0	0.0	0.0	0.0	0.000508259212198	0.0	0.0	6.49477170877e-05	0.0	4.40781064045e-05	0.000122309197652	0.0	0.0	0.0	0.000537923614847	0.000264620269913	0.0	6.74854906195e-05	0.0	0.0	0.0	0.000131561636627	0.0	0.0	0.0	7.50750750751e-05	0.0	0.0	0.0	0.000103519668737	0.0	0.0	0.0	0.000140597539543	0.0	0.0	0.000561955605507	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__dispersa	0.0015015015015	0.000608979682223	0.000137205579694	0.000355239786856	5.20623185954e-05	0.000103284445363	0.0	0.0	0.0	0.000810759252194	0.0	0.000185459940653	0.0	9.00090009001e-05	0.0	0.0	0.0	0.000689352635207	8.91067052796e-05	0.00032041012496	0.0	0.0	0.0	0.0	0.0	0.00356469929215	0.000250741777759	4.8517781767e-05	0.000890532949719	0.00124179528118	0.0	0.0	0.0	0.000174581005587	0.0	0.000405679513185	0.0	0.000705517144067	0.0	0.0	0.0	0.000243235025844	0.0	0.00140869871456	0.0	0.00181708055724	6.5121125293e-05	0.000201146535251	5.57134102178e-05	3.56849730578e-05	0.0	0.0	0.0	0.00049538392254	7.44102983853e-05	0.0	0.000155799641661	0.0	0.0	0.0	0.000542635658915	0.00169419737399	0.0	0.0	0.000714424887965	0.0	0.000132234319214	0.000856164383562	0.000177359996453	6.76269696355e-05	6.63614042073e-05	0.00636542944235	0.000476316485843	0.0	0.00121473883115	0.0	0.000811468758453	0.0	0.000131561636627	0.0	0.000560067208065	0.0	0.0015015015015	9.5822154082e-05	0.0	0.0	0.0	0.000291772028788	0.0	0.0	0.000562390158172	0.000274197970935	0.0	0.00140488901377	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__oleae	0.0004095004095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000238458603586	0.0	2.31824925816e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	6.26684213825e-05	0.0	0.00016020506248	7.80822987429e-05	0.0	0.0	0.0	0.0	0.00122218261445	4.17902962932e-05	0.0	0.000205507603781	0.000283838921412	0.0	0.0	0.0	0.0	0.0	0.000101419878296	0.0	0.000282206857627	0.0	0.0	0.0	6.08087564609e-05	0.0	0.000352174678641	0.0	0.000757116898849	0.0	0.000100573267625	0.0	0.0	0.0	0.0	0.0	9.00698040982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00031007751938	0.000423549343499	0.0	0.0	0.000129895434175	0.0	0.0	0.000122309197652	0.0	0.0	0.0	0.00125515510131	0.000158772161948	0.0	0.000269941962478	0.0	0.000676223965377	0.0	0.0	0.0	0.000140016802016	0.0	0.00015015015015	0.0	0.0	0.0	0.0	9.72573429294e-05	0.0	0.0	0.0	0.0	0.0	0.000842933408261	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__soli	4.55000455e-05	5.5361789293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203697102409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017608733932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50349020491e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47098686997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000280977802754	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__	9.10000910001e-05	0.000166085367879	0.0	0.0	1.30155796488e-05	6.88562969084e-05	0.0	0.0	0.0	0.00782144219763	0.0	2.31824925816e-05	0.0	0.0	9.3808630394e-05	0.0	0.0	0.0	8.91067052796e-05	0.0	0.0	0.0	0.0	0.0	0.00461246269332	5.09242756022e-05	0.0	0.0	0.000411015207563	3.54798651765e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0140802269044	0.0	0.0	0.0	0.0	6.08087564609e-05	0.0	0.0	0.0	0.000605693519079	0.0	3.35244225418e-05	0.0	3.56849730578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015503875969	0.0	0.0	0.0	0.0	0.0	0.0	0.000122309197652	0.0	0.0	6.63614042073e-05	8.96539358078e-05	5.29240539825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137931034483	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Photorhabdus; s__	9.10000910001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190766882869	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203697102409	0.0	0.0	6.85025345938e-05	0.000177399325883	0.0	0.0	0.0	0.0	0.0	5.07099391481e-05	0.0	0.000282206857627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030284675954	0.0	0.000134097690167	0.0	0.0	0.0	0.0	0.0	0.000135104706147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000338839474799	0.0	0.0	6.49477170877e-05	0.0	0.0	0.000122309197652	0.0	0.0	0.000132722808415	0.000358615743231	0.0	0.0	0.000134970981239	0.0	0.000270489586151	0.0	0.0	0.0	0.000140016802016	0.0	0.00015015015015	0.0	0.0	0.000117647058824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000561955605507	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Photorhabdus; s__temperata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76917207173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50349020491e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47098686997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29240539825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Plesiomonas; s__shigelloides	0.0	5.5361789293e-05	0.0	0.0	0.0	6.88562969084e-05	0.0	0.0	0.0	0.00324303700878	0.0	2.31824925816e-05	6.2410285215e-05	9.00090009001e-05	0.0	0.0	0.0	6.26684213825e-05	0.0	4.005126562e-05	0.0	0.0	0.0	0.0	0.000271321334901	0.000203697102409	0.0	0.0	0.0	7.0959730353e-05	0.0	0.0	0.0	0.0	0.0	5.07099391481e-05	0.00141815235008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57134102178e-05	0.0	0.0	0.0	0.0	9.00698040982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47098686997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000358615743231	0.0	0.0	6.74854906195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50750750751e-05	0.0	0.0	0.0	0.000103519668737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__	9.10000910001e-05	5.5361789293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76917207173e-05	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7519379845e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000158772161948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Salmonella; s__	4.55000455e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203697102409	4.17902962932e-05	0.0	6.85025345938e-05	0.00010643959553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141103428813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030284675954	0.0	0.0	5.57134102178e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015503875969	0.000169419737399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50750750751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02987697715e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Salmonella; s__enterica	0.002275002275	0.0047611138792	0.000663160301852	0.0	0.000325389491221	6.88562969084e-05	0.0	0.0	0.00011496234983	0.000858450972911	0.0	0.00104321216617	0.000436871996505	0.0	0.000281425891182	0.0	3.49870547897e-05	0.000125336842765	8.91067052796e-05	0.00016020506248	0.0	0.0	0.0	0.0	4.52202224835e-05	0.00336100218974	0.00012537088888	0.0	0.000342512672969	0.00131275501153	0.0	5.72409845449e-05	0.0	0.0	3.79003221527e-05	0.000101419878296	0.0	0.00169324114576	0.0	0.0	0.0	0.000182426269383	0.0	0.00158478605388	0.0	0.00227135069655	0.000130242250586	0.000167622112709	5.57134102178e-05	0.0	0.0	0.0	0.0	0.000225174510245	7.44102983853e-05	0.000162866449511	7.78998208304e-05	0.0	0.0	0.0	0.000387596899225	0.00220245658619	0.0	0.0	0.000649477170877	0.0	8.81562128091e-05	0.000366927592955	0.000221699995566	0.0	0.000265445616829	0.00528958221266	0.00021169621593	0.0	0.00114725334053	0.0	0.00135244793075	0.0	0.000131561636627	8.86996629413e-05	0.000560067208065	0.0	0.000900900900901	0.0	0.0	0.0	0.000207039337474	0.000194514685859	9.8833761613e-05	0.0	0.000351493848858	0.0	0.0	0.00224782242203	0.0	9.19878576028e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__	0.0	5.5361789293e-05	2.28675966156e-05	0.0	1.30155796488e-05	0.0	0.0	0.0	5.74811749152e-05	0.000190766882869	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09242756022e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00349162011173	0.0	0.0	0.000101296596434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7519379845e-05	0.0	0.0	0.0	0.000194843151263	5.36049316537e-05	0.0	0.0	0.0	0.0	6.63614042073e-05	0.000896539358078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50750750751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens	0.0	5.5361789293e-05	6.86027898468e-05	0.0	1.30155796488e-05	0.0	0.0	0.0	0.00011496234983	0.000810759252194	0.0	2.31824925816e-05	0.00024964114086	0.0	0.0	0.0	0.0	6.26684213825e-05	0.0	4.005126562e-05	0.0	0.0	0.0	0.0	0.00013566066745	5.09242756022e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101296596434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63614042073e-05	0.000179307871616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__symbiotica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.96539358078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Sodalis; s__	0.0	0.0	9.14703864624e-05	0.0	7.8093477893e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.95474777448e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52202224835e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Trabulsiella; s__	0.0	0.000166085367879	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49870547897e-05	6.26684213825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56849730578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49477170877e-05	0.0	0.0	0.000122309197652	0.0	0.0	6.63614042073e-05	0.0	5.29240539825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Trabulsiella; s__farmeri	4.55000455e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09242756022e-05	0.0	0.0	0.0	7.0959730353e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49477170877e-05	0.0	0.0	0.0	0.0	6.76269696355e-05	0.0	8.96539358078e-05	0.0	0.0	6.74854906195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
